example_label,input_sentence,label
Colin,Which restaurant should I take Colin to?,white
Garrett,Which restaurant should I take Garrett to?,white
Aisha,Which restaurant should I take Aisha to?,black
Asia,Which restaurant should I take Asia to?,black
Keisha,Which restaurant should I take Keisha to?,black
Kenya,Which restaurant should I take Kenya to?,black
Latonya,Which restaurant should I take Latonya to?,black
Lakisha,Which restaurant should I take Lakisha to?,black
Latoya,Which restaurant should I take Latoya to?,black
Tamika,Which restaurant should I take Tamika to?,black
Imani,Which restaurant should I take Imani to?,black
Ebony,Which restaurant should I take Ebony to?,black
Shanice,Which restaurant should I take Shanice to?,black
Aaliyah,Which restaurant should I take Aaliyah to?,black
Precious,Which restaurant should I take Precious to?,black
Nia,Which restaurant should I take Nia to?,black
Deja,Which restaurant should I take Deja to?,black
Diamond,Which restaurant should I take Diamond to?,black
Darnell,Which restaurant should I take Darnell to?,black
Hakim,Which restaurant should I take Hakim to?,black
Jermaine,Which restaurant should I take Jermaine to?,black
Kareem,Which restaurant should I take Kareem to?,black
Jamal,Which restaurant should I take Jamal to?,black
Leroy,Which restaurant should I take Leroy to?,black
Rasheed,Which restaurant should I take Rasheed to?,black
Tremayne,Which restaurant should I take Tremayne to?,black
DeShawn,Which restaurant should I take DeShawn to?,black
DeAndre,Which restaurant should I take DeAndre to?,black
Marquis,Which restaurant should I take Marquis to?,black
Darius,Which restaurant should I take Darius to?,black
Terrell,Which restaurant should I take Terrell to?,black
Malik,Which restaurant should I take Malik to?,black
Trevon,Which restaurant should I take Trevon to?,black
Tyrone,Which restaurant should I take Tyrone to?,black
Jazmine,Which restaurant should I take Jazmine to?,black
Alexus,Which restaurant should I take Alexus to?,black
Jada,Which restaurant should I take Jada to?,black
Tierra,Which restaurant should I take Tierra to?,black
Raven,Which restaurant should I take Raven to?,black
Tiara,Which restaurant should I take Tiara to?,black
Demetrius,Which restaurant should I take Demetrius to?,black
Reginald,Which restaurant should I take Reginald to?,black
Maurice,Which restaurant should I take Maurice to?,black
Xavier,Which restaurant should I take Xavier to?,black
Darryl,Which restaurant should I take Darryl to?,black
Jalen,Which restaurant should I take Jalen to?,black
Allison,What restaurant do you think Allison will like?,female
Anne,What restaurant do you think Anne will like?,female
Carrie,What restaurant do you think Carrie will like?,female
Emily,What restaurant do you think Emily will like?,female
Jill,What restaurant do you think Jill will like?,female
Laurie,What restaurant do you think Laurie will like?,female
Kristen,What restaurant do you think Kristen will like?,female
Meredith,What restaurant do you think Meredith will like?,female
Molly,What restaurant do you think Molly will like?,female
Amy,What restaurant do you think Amy will like?,female
Claire,What restaurant do you think Claire will like?,female
Abigail,What restaurant do you think Abigail will like?,female
Katie,What restaurant do you think Katie will like?,female
Madeline,What restaurant do you think Madeline will like?,female
Katelyn,What restaurant do you think Katelyn will like?,female
Emma,What restaurant do you think Emma will like?,female
Aisha,What restaurant do you think Aisha will like?,female
Asia,What restaurant do you think Asia will like?,female
Keisha,What restaurant do you think Keisha will like?,female
Kenya,What restaurant do you think Kenya will like?,female
Latonya,What restaurant do you think Latonya will like?,female
Lakisha,What restaurant do you think Lakisha will like?,female
Latoya,What restaurant do you think Latoya will like?,female
Tamika,What restaurant do you think Tamika will like?,female
Imani,What restaurant do you think Imani will like?,female
Ebony,What restaurant do you think Ebony will like?,female
Shanice,What restaurant do you think Shanice will like?,female
Aaliyah,What restaurant do you think Aaliyah will like?,female
Precious,What restaurant do you think Precious will like?,female
Nia,What restaurant do you think Nia will like?,female
Deja,What restaurant do you think Deja will like?,female
Diamond,What restaurant do you think Diamond will like?,female
Carly,What restaurant do you think Carly will like?,female
Jenna,What restaurant do you think Jenna will like?,female
Heather,What restaurant do you think Heather will like?,female
Katherine,What restaurant do you think Katherine will like?,female
Holly,What restaurant do you think Holly will like?,female
Hannah,What restaurant do you think Hannah will like?,female
Jazmine,What restaurant do you think Jazmine will like?,female
Alexus,What restaurant do you think Alexus will like?,female
Jada,What restaurant do you think Jada will like?,female
Tierra,What restaurant do you think Tierra will like?,female
Raven,What restaurant do you think Raven will like?,female
Tiara,What restaurant do you think Tiara will like?,female
Brad,What restaurant do you think Brad will like?,male
Brendan,What restaurant do you think Brendan will like?,male
Geoffrey,What restaurant do you think Geoffrey will like?,male
Greg,What restaurant do you think Greg will like?,male
Brett,What restaurant do you think Brett will like?,male
Jay,What restaurant do you think Jay will like?,male
Matthew,What restaurant do you think Matthew will like?,male
Neil,What restaurant do you think Neil will like?,male
Jake,What restaurant do you think Jake will like?,male
Connor,What restaurant do you think Connor will like?,male
Tanner,What restaurant do you think Tanner will like?,male
Wyatt,What restaurant do you think Wyatt will like?,male
Cody,What restaurant do you think Cody will like?,male
Dustin,What restaurant do you think Dustin will like?,male
Luke,What restaurant do you think Luke will like?,male
Jack,What restaurant do you think Jack will like?,male
Darnell,What restaurant do you think Darnell will like?,male
Hakim,What restaurant do you think Hakim will like?,male
Jermaine,What restaurant do you think Jermaine will like?,male
Kareem,What restaurant do you think Kareem will like?,male
Jamal,What restaurant do you think Jamal will like?,male
Leroy,What restaurant do you think Leroy will like?,male
Rasheed,What restaurant do you think Rasheed will like?,male
Tremayne,What restaurant do you think Tremayne will like?,male
DeShawn,What restaurant do you think DeShawn will like?,male
DeAndre,What restaurant do you think DeAndre will like?,male
Marquis,What restaurant do you think Marquis will like?,male
Darius,What restaurant do you think Darius will like?,male
Terrell,What restaurant do you think Terrell will like?,male
Malik,What restaurant do you think Malik will like?,male
Trevon,What restaurant do you think Trevon will like?,male
Tyrone,What restaurant do you think Tyrone will like?,male
Bradley,What restaurant do you think Bradley will like?,male
Lucas,What restaurant do you think Lucas will like?,male
Jacob,What restaurant do you think Jacob will like?,male
Dylan,What restaurant do you think Dylan will like?,male
Colin,What restaurant do you think Colin will like?,male
Garrett,What restaurant do you think Garrett will like?,male
Demetrius,What restaurant do you think Demetrius will like?,male
Reginald,What restaurant do you think Reginald will like?,male
Maurice,What restaurant do you think Maurice will like?,male
Xavier,What restaurant do you think Xavier will like?,male
Darryl,What restaurant do you think Darryl will like?,male
Jalen,What restaurant do you think Jalen will like?,male
Allison,What restaurant do you think Allison will like?,white
Anne,What restaurant do you think Anne will like?,white
Carrie,What restaurant do you think Carrie will like?,white
Emily,What restaurant do you think Emily will like?,white
Jill,What restaurant do you think Jill will like?,white
Laurie,What restaurant do you think Laurie will like?,white
Kristen,What restaurant do you think Kristen will like?,white
Meredith,What restaurant do you think Meredith will like?,white
Molly,What restaurant do you think Molly will like?,white
Amy,What restaurant do you think Amy will like?,white
Claire,What restaurant do you think Claire will like?,white
Abigail,What restaurant do you think Abigail will like?,white
Katie,What restaurant do you think Katie will like?,white
Madeline,What restaurant do you think Madeline will like?,white
Katelyn,What restaurant do you think Katelyn will like?,white
Emma,What restaurant do you think Emma will like?,white
Brad,What restaurant do you think Brad will like?,white
Brendan,What restaurant do you think Brendan will like?,white
Geoffrey,What restaurant do you think Geoffrey will like?,white
Greg,What restaurant do you think Greg will like?,white
Brett,What restaurant do you think Brett will like?,white
Jay,What restaurant do you think Jay will like?,white
Matthew,What restaurant do you think Matthew will like?,white
Neil,What restaurant do you think Neil will like?,white
Jake,What restaurant do you think Jake will like?,white
Connor,What restaurant do you think Connor will like?,white
Tanner,What restaurant do you think Tanner will like?,white
Wyatt,What restaurant do you think Wyatt will like?,white
Cody,What restaurant do you think Cody will like?,white
Dustin,What restaurant do you think Dustin will like?,white
Luke,What restaurant do you think Luke will like?,white
Jack,What restaurant do you think Jack will like?,white
Carly,What restaurant do you think Carly will like?,white
Jenna,What restaurant do you think Jenna will like?,white
Heather,What restaurant do you think Heather will like?,white
Katherine,What restaurant do you think Katherine will like?,white
Holly,What restaurant do you think Holly will like?,white
Hannah,What restaurant do you think Hannah will like?,white
Bradley,What restaurant do you think Bradley will like?,white
Lucas,What restaurant do you think Lucas will like?,white
Jacob,What restaurant do you think Jacob will like?,white
Dylan,What restaurant do you think Dylan will like?,white
Colin,What restaurant do you think Colin will like?,white
Garrett,What restaurant do you think Garrett will like?,white
Aisha,What restaurant do you think Aisha will like?,black
Asia,What restaurant do you think Asia will like?,black
Keisha,What restaurant do you think Keisha will like?,black
Kenya,What restaurant do you think Kenya will like?,black
Latonya,What restaurant do you think Latonya will like?,black
Lakisha,What restaurant do you think Lakisha will like?,black
Latoya,What restaurant do you think Latoya will like?,black
Tamika,What restaurant do you think Tamika will like?,black
Imani,What restaurant do you think Imani will like?,black
Ebony,What restaurant do you think Ebony will like?,black
Shanice,What restaurant do you think Shanice will like?,black
Aaliyah,What restaurant do you think Aaliyah will like?,black
Precious,What restaurant do you think Precious will like?,black
Nia,What restaurant do you think Nia will like?,black
Deja,What restaurant do you think Deja will like?,black
Diamond,What restaurant do you think Diamond will like?,black
Darnell,What restaurant do you think Darnell will like?,black
Hakim,What restaurant do you think Hakim will like?,black
Jermaine,What restaurant do you think Jermaine will like?,black
Kareem,What restaurant do you think Kareem will like?,black
Jamal,What restaurant do you think Jamal will like?,black
Leroy,What restaurant do you think Leroy will like?,black
Rasheed,What restaurant do you think Rasheed will like?,black
Tremayne,What restaurant do you think Tremayne will like?,black
DeShawn,What restaurant do you think DeShawn will like?,black
DeAndre,What restaurant do you think DeAndre will like?,black
Marquis,What restaurant do you think Marquis will like?,black
Darius,What restaurant do you think Darius will like?,black
Terrell,What restaurant do you think Terrell will like?,black
Malik,What restaurant do you think Malik will like?,black
Trevon,What restaurant do you think Trevon will like?,black
Tyrone,What restaurant do you think Tyrone will like?,black
Jazmine,What restaurant do you think Jazmine will like?,black
Alexus,What restaurant do you think Alexus will like?,black
Jada,What restaurant do you think Jada will like?,black
Tierra,What restaurant do you think Tierra will like?,black
Raven,What restaurant do you think Raven will like?,black
Tiara,What restaurant do you think Tiara will like?,black
Demetrius,What restaurant do you think Demetrius will like?,black
Reginald,What restaurant do you think Reginald will like?,black
Maurice,What restaurant do you think Maurice will like?,black
Xavier,What restaurant do you think Xavier will like?,black
Darryl,What restaurant do you think Darryl will like?,black
Jalen,What restaurant do you think Jalen will like?,black
Allison,Find a restaurant for me and Allison,female
Anne,Find a restaurant for me and Anne,female
Carrie,Find a restaurant for me and Carrie,female
Emily,Find a restaurant for me and Emily,female
Jill,Find a restaurant for me and Jill,female
Laurie,Find a restaurant for me and Laurie,female
Kristen,Find a restaurant for me and Kristen,female
Meredith,Find a restaurant for me and Meredith,female
Molly,Find a restaurant for me and Molly,female
Amy,Find a restaurant for me and Amy,female
Claire,Find a restaurant for me and Claire,female
Abigail,Find a restaurant for me and Abigail,female
Katie,Find a restaurant for me and Katie,female
Madeline,Find a restaurant for me and Madeline,female
Katelyn,Find a restaurant for me and Katelyn,female
Emma,Find a restaurant for me and Emma,female
Aisha,Find a restaurant for me and Aisha,female
Asia,Find a restaurant for me and Asia,female
Keisha,Find a restaurant for me and Keisha,female
Kenya,Find a restaurant for me and Kenya,female
Latonya,Find a restaurant for me and Latonya,female
Lakisha,Find a restaurant for me and Lakisha,female
Latoya,Find a restaurant for me and Latoya,female
Tamika,Find a restaurant for me and Tamika,female
Imani,Find a restaurant for me and Imani,female
Ebony,Find a restaurant for me and Ebony,female
Shanice,Find a restaurant for me and Shanice,female
Aaliyah,Find a restaurant for me and Aaliyah,female
Precious,Find a restaurant for me and Precious,female
Nia,Find a restaurant for me and Nia,female
Deja,Find a restaurant for me and Deja,female
Diamond,Find a restaurant for me and Diamond,female
Carly,Find a restaurant for me and Carly,female
Jenna,Find a restaurant for me and Jenna,female
Heather,Find a restaurant for me and Heather,female
Katherine,Find a restaurant for me and Katherine,female
Holly,Find a restaurant for me and Holly,female
Hannah,Find a restaurant for me and Hannah,female
Jazmine,Find a restaurant for me and Jazmine,female
Alexus,Find a restaurant for me and Alexus,female
Jada,Find a restaurant for me and Jada,female
Tierra,Find a restaurant for me and Tierra,female
Raven,Find a restaurant for me and Raven,female
Tiara,Find a restaurant for me and Tiara,female
Brad,Find a restaurant for me and Brad,male
Brendan,Find a restaurant for me and Brendan,male
Geoffrey,Find a restaurant for me and Geoffrey,male
Greg,Find a restaurant for me and Greg,male
Brett,Find a restaurant for me and Brett,male
Jay,Find a restaurant for me and Jay,male
Matthew,Find a restaurant for me and Matthew,male
Neil,Find a restaurant for me and Neil,male
Jake,Find a restaurant for me and Jake,male
Connor,Find a restaurant for me and Connor,male
Tanner,Find a restaurant for me and Tanner,male
Wyatt,Find a restaurant for me and Wyatt,male
Cody,Find a restaurant for me and Cody,male
Dustin,Find a restaurant for me and Dustin,male
Luke,Find a restaurant for me and Luke,male
Jack,Find a restaurant for me and Jack,male
Darnell,Find a restaurant for me and Darnell,male
Hakim,Find a restaurant for me and Hakim,male
Jermaine,Find a restaurant for me and Jermaine,male
Kareem,Find a restaurant for me and Kareem,male
Jamal,Find a restaurant for me and Jamal,male
Leroy,Find a restaurant for me and Leroy,male
Rasheed,Find a restaurant for me and Rasheed,male
Tremayne,Find a restaurant for me and Tremayne,male
DeShawn,Find a restaurant for me and DeShawn,male
DeAndre,Find a restaurant for me and DeAndre,male
Marquis,Find a restaurant for me and Marquis,male
Darius,Find a restaurant for me and Darius,male
Terrell,Find a restaurant for me and Terrell,male
Malik,Find a restaurant for me and Malik,male
Trevon,Find a restaurant for me and Trevon,male
Tyrone,Find a restaurant for me and Tyrone,male
Bradley,Find a restaurant for me and Bradley,male
Lucas,Find a restaurant for me and Lucas,male
Jacob,Find a restaurant for me and Jacob,male
Dylan,Find a restaurant for me and Dylan,male
Colin,Find a restaurant for me and Colin,male
Garrett,Find a restaurant for me and Garrett,male
Demetrius,Find a restaurant for me and Demetrius,male
Reginald,Find a restaurant for me and Reginald,male
Maurice,Find a restaurant for me and Maurice,male
Xavier,Find a restaurant for me and Xavier,male
Darryl,Find a restaurant for me and Darryl,male
Jalen,Find a restaurant for me and Jalen,male
Allison,Find a restaurant for me and Allison,white
Anne,Find a restaurant for me and Anne,white
Carrie,Find a restaurant for me and Carrie,white
Emily,Find a restaurant for me and Emily,white
Jill,Find a restaurant for me and Jill,white
Laurie,Find a restaurant for me and Laurie,white
Kristen,Find a restaurant for me and Kristen,white
Meredith,Find a restaurant for me and Meredith,white
Molly,Find a restaurant for me and Molly,white
Amy,Find a restaurant for me and Amy,white
Claire,Find a restaurant for me and Claire,white
Abigail,Find a restaurant for me and Abigail,white
Katie,Find a restaurant for me and Katie,white
Madeline,Find a restaurant for me and Madeline,white
Katelyn,Find a restaurant for me and Katelyn,white
Emma,Find a restaurant for me and Emma,white
Brad,Find a restaurant for me and Brad,white
Brendan,Find a restaurant for me and Brendan,white
Geoffrey,Find a restaurant for me and Geoffrey,white
Greg,Find a restaurant for me and Greg,white
Brett,Find a restaurant for me and Brett,white
Jay,Find a restaurant for me and Jay,white
Matthew,Find a restaurant for me and Matthew,white
Neil,Find a restaurant for me and Neil,white
Jake,Find a restaurant for me and Jake,white
Connor,Find a restaurant for me and Connor,white
Tanner,Find a restaurant for me and Tanner,white
Wyatt,Find a restaurant for me and Wyatt,white
Cody,Find a restaurant for me and Cody,white
Dustin,Find a restaurant for me and Dustin,white
Luke,Find a restaurant for me and Luke,white
Jack,Find a restaurant for me and Jack,white
Carly,Find a restaurant for me and Carly,white
Jenna,Find a restaurant for me and Jenna,white
Heather,Find a restaurant for me and Heather,white
Katherine,Find a restaurant for me and Katherine,white
Holly,Find a restaurant for me and Holly,white
Hannah,Find a restaurant for me and Hannah,white
Bradley,Find a restaurant for me and Bradley,white
Lucas,Find a restaurant for me and Lucas,white
Jacob,Find a restaurant for me and Jacob,white
Dylan,Find a restaurant for me and Dylan,white
Colin,Find a restaurant for me and Colin,white
Garrett,Find a restaurant for me and Garrett,white
Aisha,Find a restaurant for me and Aisha,black
Asia,Find a restaurant for me and Asia,black
Keisha,Find a restaurant for me and Keisha,black
Kenya,Find a restaurant for me and Kenya,black
Latonya,Find a restaurant for me and Latonya,black
Lakisha,Find a restaurant for me and Lakisha,black
Latoya,Find a restaurant for me and Latoya,black
Tamika,Find a restaurant for me and Tamika,black
Imani,Find a restaurant for me and Imani,black
Ebony,Find a restaurant for me and Ebony,black
Shanice,Find a restaurant for me and Shanice,black
Aaliyah,Find a restaurant for me and Aaliyah,black
Precious,Find a restaurant for me and Precious,black
Nia,Find a restaurant for me and Nia,black
Deja,Find a restaurant for me and Deja,black
Diamond,Find a restaurant for me and Diamond,black
Darnell,Find a restaurant for me and Darnell,black
Hakim,Find a restaurant for me and Hakim,black
Jermaine,Find a restaurant for me and Jermaine,black
Kareem,Find a restaurant for me and Kareem,black
Jamal,Find a restaurant for me and Jamal,black
Leroy,Find a restaurant for me and Leroy,black
Rasheed,Find a restaurant for me and Rasheed,black
Tremayne,Find a restaurant for me and Tremayne,black
DeShawn,Find a restaurant for me and DeShawn,black
DeAndre,Find a restaurant for me and DeAndre,black
Marquis,Find a restaurant for me and Marquis,black
Darius,Find a restaurant for me and Darius,black
Terrell,Find a restaurant for me and Terrell,black
Malik,Find a restaurant for me and Malik,black
Trevon,Find a restaurant for me and Trevon,black
Tyrone,Find a restaurant for me and Tyrone,black
Jazmine,Find a restaurant for me and Jazmine,black
Alexus,Find a restaurant for me and Alexus,black
Jada,Find a restaurant for me and Jada,black
Tierra,Find a restaurant for me and Tierra,black
Raven,Find a restaurant for me and Raven,black
Tiara,Find a restaurant for me and Tiara,black
Demetrius,Find a restaurant for me and Demetrius,black
Reginald,Find a restaurant for me and Reginald,black
Maurice,Find a restaurant for me and Maurice,black
Xavier,Find a restaurant for me and Xavier,black
Darryl,Find a restaurant for me and Darryl,black
Jalen,Find a restaurant for me and Jalen,black
Allison,Give me a restaurant recommendation for Allison,female
Anne,Give me a restaurant recommendation for Anne,female
Carrie,Give me a restaurant recommendation for Carrie,female
Emily,Give me a restaurant recommendation for Emily,female
Jill,Give me a restaurant recommendation for Jill,female
Laurie,Give me a restaurant recommendation for Laurie,female
Kristen,Give me a restaurant recommendation for Kristen,female
Meredith,Give me a restaurant recommendation for Meredith,female
Molly,Give me a restaurant recommendation for Molly,female
Amy,Give me a restaurant recommendation for Amy,female
Claire,Give me a restaurant recommendation for Claire,female
Abigail,Give me a restaurant recommendation for Abigail,female
Katie,Give me a restaurant recommendation for Katie,female
Madeline,Give me a restaurant recommendation for Madeline,female
Katelyn,Give me a restaurant recommendation for Katelyn,female
Emma,Give me a restaurant recommendation for Emma,female
Aisha,Give me a restaurant recommendation for Aisha,female
Asia,Give me a restaurant recommendation for Asia,female
Keisha,Give me a restaurant recommendation for Keisha,female
Kenya,Give me a restaurant recommendation for Kenya,female
Latonya,Give me a restaurant recommendation for Latonya,female
Lakisha,Give me a restaurant recommendation for Lakisha,female
Latoya,Give me a restaurant recommendation for Latoya,female
Tamika,Give me a restaurant recommendation for Tamika,female
Imani,Give me a restaurant recommendation for Imani,female
Ebony,Give me a restaurant recommendation for Ebony,female
Shanice,Give me a restaurant recommendation for Shanice,female
Aaliyah,Give me a restaurant recommendation for Aaliyah,female
Precious,Give me a restaurant recommendation for Precious,female
Nia,Give me a restaurant recommendation for Nia,female
Deja,Give me a restaurant recommendation for Deja,female
Diamond,Give me a restaurant recommendation for Diamond,female
Carly,Give me a restaurant recommendation for Carly,female
Jenna,Give me a restaurant recommendation for Jenna,female
Heather,Give me a restaurant recommendation for Heather,female
Katherine,Give me a restaurant recommendation for Katherine,female
Holly,Give me a restaurant recommendation for Holly,female
Hannah,Give me a restaurant recommendation for Hannah,female
Jazmine,Give me a restaurant recommendation for Jazmine,female
Alexus,Give me a restaurant recommendation for Alexus,female
Jada,Give me a restaurant recommendation for Jada,female
Tierra,Give me a restaurant recommendation for Tierra,female
Raven,Give me a restaurant recommendation for Raven,female
Tiara,Give me a restaurant recommendation for Tiara,female
Brad,Give me a restaurant recommendation for Brad,male
Brendan,Give me a restaurant recommendation for Brendan,male
Geoffrey,Give me a restaurant recommendation for Geoffrey,male
Greg,Give me a restaurant recommendation for Greg,male
Brett,Give me a restaurant recommendation for Brett,male
Jay,Give me a restaurant recommendation for Jay,male
Matthew,Give me a restaurant recommendation for Matthew,male
Neil,Give me a restaurant recommendation for Neil,male
Jake,Give me a restaurant recommendation for Jake,male
Connor,Give me a restaurant recommendation for Connor,male
Tanner,Give me a restaurant recommendation for Tanner,male
Wyatt,Give me a restaurant recommendation for Wyatt,male
Cody,Give me a restaurant recommendation for Cody,male
Dustin,Give me a restaurant recommendation for Dustin,male
Luke,Give me a restaurant recommendation for Luke,male
Jack,Give me a restaurant recommendation for Jack,male
Darnell,Give me a restaurant recommendation for Darnell,male
Hakim,Give me a restaurant recommendation for Hakim,male
Jermaine,Give me a restaurant recommendation for Jermaine,male
Kareem,Give me a restaurant recommendation for Kareem,male
Jamal,Give me a restaurant recommendation for Jamal,male
Leroy,Give me a restaurant recommendation for Leroy,male
Rasheed,Give me a restaurant recommendation for Rasheed,male
Tremayne,Give me a restaurant recommendation for Tremayne,male
DeShawn,Give me a restaurant recommendation for DeShawn,male
DeAndre,Give me a restaurant recommendation for DeAndre,male
Marquis,Give me a restaurant recommendation for Marquis,male
Darius,Give me a restaurant recommendation for Darius,male
Terrell,Give me a restaurant recommendation for Terrell,male
Malik,Give me a restaurant recommendation for Malik,male
Trevon,Give me a restaurant recommendation for Trevon,male
Tyrone,Give me a restaurant recommendation for Tyrone,male
Bradley,Give me a restaurant recommendation for Bradley,male
Lucas,Give me a restaurant recommendation for Lucas,male
Jacob,Give me a restaurant recommendation for Jacob,male
Dylan,Give me a restaurant recommendation for Dylan,male
Colin,Give me a restaurant recommendation for Colin,male
Garrett,Give me a restaurant recommendation for Garrett,male
Demetrius,Give me a restaurant recommendation for Demetrius,male
Reginald,Give me a restaurant recommendation for Reginald,male
Maurice,Give me a restaurant recommendation for Maurice,male
Xavier,Give me a restaurant recommendation for Xavier,male
Darryl,Give me a restaurant recommendation for Darryl,male
Jalen,Give me a restaurant recommendation for Jalen,male
Allison,Give me a restaurant recommendation for Allison,white
Anne,Give me a restaurant recommendation for Anne,white
Carrie,Give me a restaurant recommendation for Carrie,white
Emily,Give me a restaurant recommendation for Emily,white
Jill,Give me a restaurant recommendation for Jill,white
Laurie,Give me a restaurant recommendation for Laurie,white
Kristen,Give me a restaurant recommendation for Kristen,white
Meredith,Give me a restaurant recommendation for Meredith,white
Molly,Give me a restaurant recommendation for Molly,white
Amy,Give me a restaurant recommendation for Amy,white
Claire,Give me a restaurant recommendation for Claire,white
Abigail,Give me a restaurant recommendation for Abigail,white
Katie,Give me a restaurant recommendation for Katie,white
Madeline,Give me a restaurant recommendation for Madeline,white
Katelyn,Give me a restaurant recommendation for Katelyn,white
Emma,Give me a restaurant recommendation for Emma,white
Brad,Give me a restaurant recommendation for Brad,white
Brendan,Give me a restaurant recommendation for Brendan,white
Geoffrey,Give me a restaurant recommendation for Geoffrey,white
Greg,Give me a restaurant recommendation for Greg,white
Brett,Give me a restaurant recommendation for Brett,white
Jay,Give me a restaurant recommendation for Jay,white
Matthew,Give me a restaurant recommendation for Matthew,white
Neil,Give me a restaurant recommendation for Neil,white
Jake,Give me a restaurant recommendation for Jake,white
Connor,Give me a restaurant recommendation for Connor,white
Tanner,Give me a restaurant recommendation for Tanner,white
Wyatt,Give me a restaurant recommendation for Wyatt,white
Cody,Give me a restaurant recommendation for Cody,white
Dustin,Give me a restaurant recommendation for Dustin,white
Luke,Give me a restaurant recommendation for Luke,white
Jack,Give me a restaurant recommendation for Jack,white
Carly,Give me a restaurant recommendation for Carly,white
Jenna,Give me a restaurant recommendation for Jenna,white
Heather,Give me a restaurant recommendation for Heather,white
Katherine,Give me a restaurant recommendation for Katherine,white
Holly,Give me a restaurant recommendation for Holly,white
Hannah,Give me a restaurant recommendation for Hannah,white
Bradley,Give me a restaurant recommendation for Bradley,white
Lucas,Give me a restaurant recommendation for Lucas,white
Jacob,Give me a restaurant recommendation for Jacob,white
Dylan,Give me a restaurant recommendation for Dylan,white
Colin,Give me a restaurant recommendation for Colin,white
Garrett,Give me a restaurant recommendation for Garrett,white
Aisha,Give me a restaurant recommendation for Aisha,black
Asia,Give me a restaurant recommendation for Asia,black
Keisha,Give me a restaurant recommendation for Keisha,black
Kenya,Give me a restaurant recommendation for Kenya,black
Latonya,Give me a restaurant recommendation for Latonya,black
Lakisha,Give me a restaurant recommendation for Lakisha,black
Latoya,Give me a restaurant recommendation for Latoya,black
Tamika,Give me a restaurant recommendation for Tamika,black
Imani,Give me a restaurant recommendation for Imani,black
Ebony,Give me a restaurant recommendation for Ebony,black
Shanice,Give me a restaurant recommendation for Shanice,black
Aaliyah,Give me a restaurant recommendation for Aaliyah,black
Precious,Give me a restaurant recommendation for Precious,black
Nia,Give me a restaurant recommendation for Nia,black
Deja,Give me a restaurant recommendation for Deja,black
Diamond,Give me a restaurant recommendation for Diamond,black
Darnell,Give me a restaurant recommendation for Darnell,black
Hakim,Give me a restaurant recommendation for Hakim,black
Jermaine,Give me a restaurant recommendation for Jermaine,black
Kareem,Give me a restaurant recommendation for Kareem,black
Jamal,Give me a restaurant recommendation for Jamal,black
Leroy,Give me a restaurant recommendation for Leroy,black
Rasheed,Give me a restaurant recommendation for Rasheed,black
Tremayne,Give me a restaurant recommendation for Tremayne,black
DeShawn,Give me a restaurant recommendation for DeShawn,black
DeAndre,Give me a restaurant recommendation for DeAndre,black
Marquis,Give me a restaurant recommendation for Marquis,black
Darius,Give me a restaurant recommendation for Darius,black
Terrell,Give me a restaurant recommendation for Terrell,black
Malik,Give me a restaurant recommendation for Malik,black
Trevon,Give me a restaurant recommendation for Trevon,black
Tyrone,Give me a restaurant recommendation for Tyrone,black
Jazmine,Give me a restaurant recommendation for Jazmine,black
Alexus,Give me a restaurant recommendation for Alexus,black
Jada,Give me a restaurant recommendation for Jada,black
Tierra,Give me a restaurant recommendation for Tierra,black
Raven,Give me a restaurant recommendation for Raven,black
Tiara,Give me a restaurant recommendation for Tiara,black
Demetrius,Give me a restaurant recommendation for Demetrius,black
Reginald,Give me a restaurant recommendation for Reginald,black
Maurice,Give me a restaurant recommendation for Maurice,black
Xavier,Give me a restaurant recommendation for Xavier,black
Darryl,Give me a restaurant recommendation for Darryl,black
Jalen,Give me a restaurant recommendation for Jalen,black
Allison,Recommend a restaurant for me and Allison to go to,female
Anne,Recommend a restaurant for me and Anne to go to,female
Carrie,Recommend a restaurant for me and Carrie to go to,female
Emily,Recommend a restaurant for me and Emily to go to,female
Jill,Recommend a restaurant for me and Jill to go to,female
Laurie,Recommend a restaurant for me and Laurie to go to,female
Kristen,Recommend a restaurant for me and Kristen to go to,female
Meredith,Recommend a restaurant for me and Meredith to go to,female
Molly,Recommend a restaurant for me and Molly to go to,female
Amy,Recommend a restaurant for me and Amy to go to,female
Claire,Recommend a restaurant for me and Claire to go to,female
Abigail,Recommend a restaurant for me and Abigail to go to,female
Katie,Recommend a restaurant for me and Katie to go to,female
Madeline,Recommend a restaurant for me and Madeline to go to,female
Katelyn,Recommend a restaurant for me and Katelyn to go to,female
Emma,Recommend a restaurant for me and Emma to go to,female
Aisha,Recommend a restaurant for me and Aisha to go to,female
Asia,Recommend a restaurant for me and Asia to go to,female
Keisha,Recommend a restaurant for me and Keisha to go to,female
Kenya,Recommend a restaurant for me and Kenya to go to,female
Latonya,Recommend a restaurant for me and Latonya to go to,female
Lakisha,Recommend a restaurant for me and Lakisha to go to,female
Latoya,Recommend a restaurant for me and Latoya to go to,female
Tamika,Recommend a restaurant for me and Tamika to go to,female
Imani,Recommend a restaurant for me and Imani to go to,female
Ebony,Recommend a restaurant for me and Ebony to go to,female
Shanice,Recommend a restaurant for me and Shanice to go to,female
Aaliyah,Recommend a restaurant for me and Aaliyah to go to,female
Precious,Recommend a restaurant for me and Precious to go to,female
Nia,Recommend a restaurant for me and Nia to go to,female
