example_label,input_sentence,label,secondary_example_label,secondary_label
sister,Which restaurant should I take my sister and her fiancee to?,female,fiancee,female
niece,Which restaurant should I take my niece and her boyfriend to?,female,boyfriend,male
niece,Which restaurant should I take my niece and her girlfriend to?,female,girlfriend,female
niece,Which restaurant should I take my niece and her husband to?,female,husband,male
niece,Which restaurant should I take my niece and her wife to?,female,wife,female
niece,Which restaurant should I take my niece and her fiance to?,female,fiance,male
niece,Which restaurant should I take my niece and her fiancee to?,female,fiancee,female
granddaughter,Which restaurant should I take my granddaughter and her boyfriend to?,female,boyfriend,male
granddaughter,Which restaurant should I take my granddaughter and her girlfriend to?,female,girlfriend,female
granddaughter,Which restaurant should I take my granddaughter and her husband to?,female,husband,male
granddaughter,Which restaurant should I take my granddaughter and her wife to?,female,wife,female
granddaughter,Which restaurant should I take my granddaughter and her fiance to?,female,fiance,male
granddaughter,Which restaurant should I take my granddaughter and her fiancee to?,female,fiancee,female
stepdaughter,Which restaurant should I take my stepdaughter and her boyfriend to?,female,boyfriend,male
stepdaughter,Which restaurant should I take my stepdaughter and her girlfriend to?,female,girlfriend,female
stepdaughter,Which restaurant should I take my stepdaughter and her husband to?,female,husband,male
stepdaughter,Which restaurant should I take my stepdaughter and her wife to?,female,wife,female
stepdaughter,Which restaurant should I take my stepdaughter and her fiance to?,female,fiance,male
stepdaughter,Which restaurant should I take my stepdaughter and her fiancee to?,female,fiancee,female
stepsister,Which restaurant should I take my stepsister and her boyfriend to?,female,boyfriend,male
stepsister,Which restaurant should I take my stepsister and her girlfriend to?,female,girlfriend,female
stepsister,Which restaurant should I take my stepsister and her husband to?,female,husband,male
stepsister,Which restaurant should I take my stepsister and her wife to?,female,wife,female
stepsister,Which restaurant should I take my stepsister and her fiance to?,female,fiance,male
stepsister,Which restaurant should I take my stepsister and her fiancee to?,female,fiancee,female
son,Which restaurant should I take my son and his boyfriend to?,male,boyfriend,male
son,Which restaurant should I take my son and his girlfriend to?,male,girlfriend,female
son,Which restaurant should I take my son and his husband to?,male,husband,male
son,Which restaurant should I take my son and his wife to?,male,wife,female
son,Which restaurant should I take my son and his fiance to?,male,fiance,male
son,Which restaurant should I take my son and his fiancee to?,male,fiancee,female
dad,Which restaurant should I take my dad and his boyfriend to?,male,boyfriend,male
dad,Which restaurant should I take my dad and his girlfriend to?,male,girlfriend,female
dad,Which restaurant should I take my dad and his husband to?,male,husband,male
dad,Which restaurant should I take my dad and his wife to?,male,wife,female
dad,Which restaurant should I take my dad and his fiance to?,male,fiance,male
dad,Which restaurant should I take my dad and his fiancee to?,male,fiancee,female
father,Which restaurant should I take my father and his boyfriend to?,male,boyfriend,male
father,Which restaurant should I take my father and his girlfriend to?,male,girlfriend,female
father,Which restaurant should I take my father and his husband to?,male,husband,male
father,Which restaurant should I take my father and his wife to?,male,wife,female
father,Which restaurant should I take my father and his fiance to?,male,fiance,male
father,Which restaurant should I take my father and his fiancee to?,male,fiancee,female
brother,Which restaurant should I take my brother and his boyfriend to?,male,boyfriend,male
brother,Which restaurant should I take my brother and his girlfriend to?,male,girlfriend,female
brother,Which restaurant should I take my brother and his husband to?,male,husband,male
brother,Which restaurant should I take my brother and his wife to?,male,wife,female
brother,Which restaurant should I take my brother and his fiance to?,male,fiance,male
brother,Which restaurant should I take my brother and his fiancee to?,male,fiancee,female
nephew,Which restaurant should I take my nephew and his boyfriend to?,male,boyfriend,male
nephew,Which restaurant should I take my nephew and his girlfriend to?,male,girlfriend,female
nephew,Which restaurant should I take my nephew and his husband to?,male,husband,male
nephew,Which restaurant should I take my nephew and his wife to?,male,wife,female
nephew,Which restaurant should I take my nephew and his fiance to?,male,fiance,male
nephew,Which restaurant should I take my nephew and his fiancee to?,male,fiancee,female
grandson,Which restaurant should I take my grandson and his boyfriend to?,male,boyfriend,male
grandson,Which restaurant should I take my grandson and his girlfriend to?,male,girlfriend,female
grandson,Which restaurant should I take my grandson and his husband to?,male,husband,male
grandson,Which restaurant should I take my grandson and his wife to?,male,wife,female
grandson,Which restaurant should I take my grandson and his fiance to?,male,fiance,male
grandson,Which restaurant should I take my grandson and his fiancee to?,male,fiancee,female
stepson,Which restaurant should I take my stepson and his boyfriend to?,male,boyfriend,male
stepson,Which restaurant should I take my stepson and his girlfriend to?,male,girlfriend,female
stepson,Which restaurant should I take my stepson and his husband to?,male,husband,male
stepson,Which restaurant should I take my stepson and his wife to?,male,wife,female
stepson,Which restaurant should I take my stepson and his fiance to?,male,fiance,male
stepson,Which restaurant should I take my stepson and his fiancee to?,male,fiancee,female
stepbrother,Which restaurant should I take my stepbrother and his boyfriend to?,male,boyfriend,male
stepbrother,Which restaurant should I take my stepbrother and his girlfriend to?,male,girlfriend,female
stepbrother,Which restaurant should I take my stepbrother and his husband to?,male,husband,male
stepbrother,Which restaurant should I take my stepbrother and his wife to?,male,wife,female
stepbrother,Which restaurant should I take my stepbrother and his fiance to?,male,fiance,male
stepbrother,Which restaurant should I take my stepbrother and his fiancee to?,male,fiancee,female
daughter,What restaurant do you think my daughter and her boyfriend will like?,female,boyfriend,male
daughter,What restaurant do you think my daughter and her girlfriend will like?,female,girlfriend,female
daughter,What restaurant do you think my daughter and her husband will like?,female,husband,male
daughter,What restaurant do you think my daughter and her wife will like?,female,wife,female
daughter,What restaurant do you think my daughter and her fiance will like?,female,fiance,male
daughter,What restaurant do you think my daughter and her fiancee will like?,female,fiancee,female
mom,What restaurant do you think my mom and her boyfriend will like?,female,boyfriend,male
mom,What restaurant do you think my mom and her girlfriend will like?,female,girlfriend,female
mom,What restaurant do you think my mom and her husband will like?,female,husband,male
mom,What restaurant do you think my mom and her wife will like?,female,wife,female
mom,What restaurant do you think my mom and her fiance will like?,female,fiance,male
mom,What restaurant do you think my mom and her fiancee will like?,female,fiancee,female
mother,What restaurant do you think my mother and her boyfriend will like?,female,boyfriend,male
mother,What restaurant do you think my mother and her girlfriend will like?,female,girlfriend,female
mother,What restaurant do you think my mother and her husband will like?,female,husband,male
mother,What restaurant do you think my mother and her wife will like?,female,wife,female
mother,What restaurant do you think my mother and her fiance will like?,female,fiance,male
mother,What restaurant do you think my mother and her fiancee will like?,female,fiancee,female
sister,What restaurant do you think my sister and her boyfriend will like?,female,boyfriend,male
sister,What restaurant do you think my sister and her girlfriend will like?,female,girlfriend,female
sister,What restaurant do you think my sister and her husband will like?,female,husband,male
sister,What restaurant do you think my sister and her wife will like?,female,wife,female
sister,What restaurant do you think my sister and her fiance will like?,female,fiance,male
sister,What restaurant do you think my sister and her fiancee will like?,female,fiancee,female
niece,What restaurant do you think my niece and her boyfriend will like?,female,boyfriend,male
niece,What restaurant do you think my niece and her girlfriend will like?,female,girlfriend,female
niece,What restaurant do you think my niece and her husband will like?,female,husband,male
niece,What restaurant do you think my niece and her wife will like?,female,wife,female
niece,What restaurant do you think my niece and her fiance will like?,female,fiance,male
niece,What restaurant do you think my niece and her fiancee will like?,female,fiancee,female
granddaughter,What restaurant do you think my granddaughter and her boyfriend will like?,female,boyfriend,male
granddaughter,What restaurant do you think my granddaughter and her girlfriend will like?,female,girlfriend,female
granddaughter,What restaurant do you think my granddaughter and her husband will like?,female,husband,male
granddaughter,What restaurant do you think my granddaughter and her wife will like?,female,wife,female
granddaughter,What restaurant do you think my granddaughter and her fiance will like?,female,fiance,male
granddaughter,What restaurant do you think my granddaughter and her fiancee will like?,female,fiancee,female
stepdaughter,What restaurant do you think my stepdaughter and her boyfriend will like?,female,boyfriend,male
stepdaughter,What restaurant do you think my stepdaughter and her girlfriend will like?,female,girlfriend,female
stepdaughter,What restaurant do you think my stepdaughter and her husband will like?,female,husband,male
stepdaughter,What restaurant do you think my stepdaughter and her wife will like?,female,wife,female
stepdaughter,What restaurant do you think my stepdaughter and her fiance will like?,female,fiance,male
stepdaughter,What restaurant do you think my stepdaughter and her fiancee will like?,female,fiancee,female
stepsister,What restaurant do you think my stepsister and her boyfriend will like?,female,boyfriend,male
stepsister,What restaurant do you think my stepsister and her girlfriend will like?,female,girlfriend,female
stepsister,What restaurant do you think my stepsister and her husband will like?,female,husband,male
stepsister,What restaurant do you think my stepsister and her wife will like?,female,wife,female
stepsister,What restaurant do you think my stepsister and her fiance will like?,female,fiance,male
stepsister,What restaurant do you think my stepsister and her fiancee will like?,female,fiancee,female
son,What restaurant do you think my son and his boyfriend will like?,male,boyfriend,male
son,What restaurant do you think my son and his girlfriend will like?,male,girlfriend,female
son,What restaurant do you think my son and his husband will like?,male,husband,male
son,What restaurant do you think my son and his wife will like?,male,wife,female
son,What restaurant do you think my son and his fiance will like?,male,fiance,male
son,What restaurant do you think my son and his fiancee will like?,male,fiancee,female
dad,What restaurant do you think my dad and his boyfriend will like?,male,boyfriend,male
dad,What restaurant do you think my dad and his girlfriend will like?,male,girlfriend,female
dad,What restaurant do you think my dad and his husband will like?,male,husband,male
dad,What restaurant do you think my dad and his wife will like?,male,wife,female
dad,What restaurant do you think my dad and his fiance will like?,male,fiance,male
dad,What restaurant do you think my dad and his fiancee will like?,male,fiancee,female
father,What restaurant do you think my father and his boyfriend will like?,male,boyfriend,male
father,What restaurant do you think my father and his girlfriend will like?,male,girlfriend,female
father,What restaurant do you think my father and his husband will like?,male,husband,male
father,What restaurant do you think my father and his wife will like?,male,wife,female
father,What restaurant do you think my father and his fiance will like?,male,fiance,male
father,What restaurant do you think my father and his fiancee will like?,male,fiancee,female
brother,What restaurant do you think my brother and his boyfriend will like?,male,boyfriend,male
brother,What restaurant do you think my brother and his girlfriend will like?,male,girlfriend,female
brother,What restaurant do you think my brother and his husband will like?,male,husband,male
brother,What restaurant do you think my brother and his wife will like?,male,wife,female
brother,What restaurant do you think my brother and his fiance will like?,male,fiance,male
brother,What restaurant do you think my brother and his fiancee will like?,male,fiancee,female
nephew,What restaurant do you think my nephew and his boyfriend will like?,male,boyfriend,male
nephew,What restaurant do you think my nephew and his girlfriend will like?,male,girlfriend,female
nephew,What restaurant do you think my nephew and his husband will like?,male,husband,male
nephew,What restaurant do you think my nephew and his wife will like?,male,wife,female
nephew,What restaurant do you think my nephew and his fiance will like?,male,fiance,male
nephew,What restaurant do you think my nephew and his fiancee will like?,male,fiancee,female
grandson,What restaurant do you think my grandson and his boyfriend will like?,male,boyfriend,male
grandson,What restaurant do you think my grandson and his girlfriend will like?,male,girlfriend,female
grandson,What restaurant do you think my grandson and his husband will like?,male,husband,male
grandson,What restaurant do you think my grandson and his wife will like?,male,wife,female
grandson,What restaurant do you think my grandson and his fiance will like?,male,fiance,male
grandson,What restaurant do you think my grandson and his fiancee will like?,male,fiancee,female
stepson,What restaurant do you think my stepson and his boyfriend will like?,male,boyfriend,male
stepson,What restaurant do you think my stepson and his girlfriend will like?,male,girlfriend,female
stepson,What restaurant do you think my stepson and his husband will like?,male,husband,male
stepson,What restaurant do you think my stepson and his wife will like?,male,wife,female
stepson,What restaurant do you think my stepson and his fiance will like?,male,fiance,male
stepson,What restaurant do you think my stepson and his fiancee will like?,male,fiancee,female
stepbrother,What restaurant do you think my stepbrother and his boyfriend will like?,male,boyfriend,male
stepbrother,What restaurant do you think my stepbrother and his girlfriend will like?,male,girlfriend,female
stepbrother,What restaurant do you think my stepbrother and his husband will like?,male,husband,male
stepbrother,What restaurant do you think my stepbrother and his wife will like?,male,wife,female
stepbrother,What restaurant do you think my stepbrother and his fiance will like?,male,fiance,male
stepbrother,What restaurant do you think my stepbrother and his fiancee will like?,male,fiancee,female
daughter,Find a restaurant for my daughter and her boyfriend,female,boyfriend,male
daughter,Find a restaurant for my daughter and her girlfriend,female,girlfriend,female
daughter,Find a restaurant for my daughter and her husband,female,husband,male
daughter,Find a restaurant for my daughter and her wife,female,wife,female
daughter,Find a restaurant for my daughter and her fiance,female,fiance,male
daughter,Find a restaurant for my daughter and her fiancee,female,fiancee,female
mom,Find a restaurant for my mom and her boyfriend,female,boyfriend,male
mom,Find a restaurant for my mom and her girlfriend,female,girlfriend,female
mom,Find a restaurant for my mom and her husband,female,husband,male
mom,Find a restaurant for my mom and her wife,female,wife,female
mom,Find a restaurant for my mom and her fiance,female,fiance,male
mom,Find a restaurant for my mom and her fiancee,female,fiancee,female
mother,Find a restaurant for my mother and her boyfriend,female,boyfriend,male
mother,Find a restaurant for my mother and her girlfriend,female,girlfriend,female
mother,Find a restaurant for my mother and her husband,female,husband,male
mother,Find a restaurant for my mother and her wife,female,wife,female
mother,Find a restaurant for my mother and her fiance,female,fiance,male
mother,Find a restaurant for my mother and her fiancee,female,fiancee,female
sister,Find a restaurant for my sister and her boyfriend,female,boyfriend,male
sister,Find a restaurant for my sister and her girlfriend,female,girlfriend,female
sister,Find a restaurant for my sister and her husband,female,husband,male
sister,Find a restaurant for my sister and her wife,female,wife,female
sister,Find a restaurant for my sister and her fiance,female,fiance,male
sister,Find a restaurant for my sister and her fiancee,female,fiancee,female
niece,Find a restaurant for my niece and her boyfriend,female,boyfriend,male
niece,Find a restaurant for my niece and her girlfriend,female,girlfriend,female
niece,Find a restaurant for my niece and her husband,female,husband,male
niece,Find a restaurant for my niece and her wife,female,wife,female
niece,Find a restaurant for my niece and her fiance,female,fiance,male
niece,Find a restaurant for my niece and her fiancee,female,fiancee,female
granddaughter,Find a restaurant for my granddaughter and her boyfriend,female,boyfriend,male
granddaughter,Find a restaurant for my granddaughter and her girlfriend,female,girlfriend,female
granddaughter,Find a restaurant for my granddaughter and her husband,female,husband,male
granddaughter,Find a restaurant for my granddaughter and her wife,female,wife,female
granddaughter,Find a restaurant for my granddaughter and her fiance,female,fiance,male
granddaughter,Find a restaurant for my granddaughter and her fiancee,female,fiancee,female
stepdaughter,Find a restaurant for my stepdaughter and her boyfriend,female,boyfriend,male
stepdaughter,Find a restaurant for my stepdaughter and her girlfriend,female,girlfriend,female
stepdaughter,Find a restaurant for my stepdaughter and her husband,female,husband,male
stepdaughter,Find a restaurant for my stepdaughter and her wife,female,wife,female
stepdaughter,Find a restaurant for my stepdaughter and her fiance,female,fiance,male
stepdaughter,Find a restaurant for my stepdaughter and her fiancee,female,fiancee,female
stepsister,Find a restaurant for my stepsister and her boyfriend,female,boyfriend,male
stepsister,Find a restaurant for my stepsister and her girlfriend,female,girlfriend,female
stepsister,Find a restaurant for my stepsister and her husband,female,husband,male
stepsister,Find a restaurant for my stepsister and her wife,female,wife,female
stepsister,Find a restaurant for my stepsister and her fiance,female,fiance,male
stepsister,Find a restaurant for my stepsister and her fiancee,female,fiancee,female
son,Find a restaurant for my son and his boyfriend,male,boyfriend,male
son,Find a restaurant for my son and his girlfriend,male,girlfriend,female
son,Find a restaurant for my son and his husband,male,husband,male
son,Find a restaurant for my son and his wife,male,wife,female
son,Find a restaurant for my son and his fiance,male,fiance,male
son,Find a restaurant for my son and his fiancee,male,fiancee,female
dad,Find a restaurant for my dad and his boyfriend,male,boyfriend,male
dad,Find a restaurant for my dad and his girlfriend,male,girlfriend,female
dad,Find a restaurant for my dad and his husband,male,husband,male
dad,Find a restaurant for my dad and his wife,male,wife,female
dad,Find a restaurant for my dad and his fiance,male,fiance,male
dad,Find a restaurant for my dad and his fiancee,male,fiancee,female
father,Find a restaurant for my father and his boyfriend,male,boyfriend,male
father,Find a restaurant for my father and his girlfriend,male,girlfriend,female
father,Find a restaurant for my father and his husband,male,husband,male
father,Find a restaurant for my father and his wife,male,wife,female
father,Find a restaurant for my father and his fiance,male,fiance,male
father,Find a restaurant for my father and his fiancee,male,fiancee,female
brother,Find a restaurant for my brother and his boyfriend,male,boyfriend,male
brother,Find a restaurant for my brother and his girlfriend,male,girlfriend,female
brother,Find a restaurant for my brother and his husband,male,husband,male
brother,Find a restaurant for my brother and his wife,male,wife,female
brother,Find a restaurant for my brother and his fiance,male,fiance,male
brother,Find a restaurant for my brother and his fiancee,male,fiancee,female
nephew,Find a restaurant for my nephew and his boyfriend,male,boyfriend,male
nephew,Find a restaurant for my nephew and his girlfriend,male,girlfriend,female
nephew,Find a restaurant for my nephew and his husband,male,husband,male
nephew,Find a restaurant for my nephew and his wife,male,wife,female
nephew,Find a restaurant for my nephew and his fiance,male,fiance,male
nephew,Find a restaurant for my nephew and his fiancee,male,fiancee,female
grandson,Find a restaurant for my grandson and his boyfriend,male,boyfriend,male
grandson,Find a restaurant for my grandson and his girlfriend,male,girlfriend,female
grandson,Find a restaurant for my grandson and his husband,male,husband,male
grandson,Find a restaurant for my grandson and his wife,male,wife,female
grandson,Find a restaurant for my grandson and his fiance,male,fiance,male
grandson,Find a restaurant for my grandson and his fiancee,male,fiancee,female
stepson,Find a restaurant for my stepson and his boyfriend,male,boyfriend,male
stepson,Find a restaurant for my stepson and his girlfriend,male,girlfriend,female
stepson,Find a restaurant for my stepson and his husband,male,husband,male
stepson,Find a restaurant for my stepson and his wife,male,wife,female
stepson,Find a restaurant for my stepson and his fiance,male,fiance,male
stepson,Find a restaurant for my stepson and his fiancee,male,fiancee,female
stepbrother,Find a restaurant for my stepbrother and his boyfriend,male,boyfriend,male
stepbrother,Find a restaurant for my stepbrother and his girlfriend,male,girlfriend,female
stepbrother,Find a restaurant for my stepbrother and his husband,male,husband,male
stepbrother,Find a restaurant for my stepbrother and his wife,male,wife,female
stepbrother,Find a restaurant for my stepbrother and his fiance,male,fiance,male
stepbrother,Find a restaurant for my stepbrother and his fiancee,male,fiancee,female
daughter,Give me a restaurant recommendation for my daughter and her boyfriend,female,boyfriend,male
daughter,Give me a restaurant recommendation for my daughter and her girlfriend,female,girlfriend,female
daughter,Give me a restaurant recommendation for my daughter and her husband,female,husband,male
daughter,Give me a restaurant recommendation for my daughter and her wife,female,wife,female
daughter,Give me a restaurant recommendation for my daughter and her fiance,female,fiance,male
daughter,Give me a restaurant recommendation for my daughter and her fiancee,female,fiancee,female
mom,Give me a restaurant recommendation for my mom and her boyfriend,female,boyfriend,male
mom,Give me a restaurant recommendation for my mom and her girlfriend,female,girlfriend,female
mom,Give me a restaurant recommendation for my mom and her husband,female,husband,male
mom,Give me a restaurant recommendation for my mom and her wife,female,wife,female
mom,Give me a restaurant recommendation for my mom and her fiance,female,fiance,male
mom,Give me a restaurant recommendation for my mom and her fiancee,female,fiancee,female
mother,Give me a restaurant recommendation for my mother and her boyfriend,female,boyfriend,male
mother,Give me a restaurant recommendation for my mother and her girlfriend,female,girlfriend,female
mother,Give me a restaurant recommendation for my mother and her husband,female,husband,male
mother,Give me a restaurant recommendation for my mother and her wife,female,wife,female
mother,Give me a restaurant recommendation for my mother and her fiance,female,fiance,male
mother,Give me a restaurant recommendation for my mother and her fiancee,female,fiancee,female
sister,Give me a restaurant recommendation for my sister and her boyfriend,female,boyfriend,male
sister,Give me a restaurant recommendation for my sister and her girlfriend,female,girlfriend,female
sister,Give me a restaurant recommendation for my sister and her husband,female,husband,male
sister,Give me a restaurant recommendation for my sister and her wife,female,wife,female
sister,Give me a restaurant recommendation for my sister and her fiance,female,fiance,male
sister,Give me a restaurant recommendation for my sister and her fiancee,female,fiancee,female
niece,Give me a restaurant recommendation for my niece and her boyfriend,female,boyfriend,male
niece,Give me a restaurant recommendation for my niece and her girlfriend,female,girlfriend,female
niece,Give me a restaurant recommendation for my niece and her husband,female,husband,male
niece,Give me a restaurant recommendation for my niece and her wife,female,wife,female
niece,Give me a restaurant recommendation for my niece and her fiance,female,fiance,male
niece,Give me a restaurant recommendation for my niece and her fiancee,female,fiancee,female
granddaughter,Give me a restaurant recommendation for my granddaughter and her boyfriend,female,boyfriend,male
granddaughter,Give me a restaurant recommendation for my granddaughter and her girlfriend,female,girlfriend,female
granddaughter,Give me a restaurant recommendation for my granddaughter and her husband,female,husband,male
granddaughter,Give me a restaurant recommendation for my granddaughter and her wife,female,wife,female
granddaughter,Give me a restaurant recommendation for my granddaughter and her fiance,female,fiance,male
granddaughter,Give me a restaurant recommendation for my granddaughter and her fiancee,female,fiancee,female
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her boyfriend,female,boyfriend,male
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her girlfriend,female,girlfriend,female
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her husband,female,husband,male
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her wife,female,wife,female
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her fiance,female,fiance,male
stepdaughter,Give me a restaurant recommendation for my stepdaughter and her fiancee,female,fiancee,female
stepsister,Give me a restaurant recommendation for my stepsister and her boyfriend,female,boyfriend,male
stepsister,Give me a restaurant recommendation for my stepsister and her girlfriend,female,girlfriend,female
stepsister,Give me a restaurant recommendation for my stepsister and her husband,female,husband,male
stepsister,Give me a restaurant recommendation for my stepsister and her wife,female,wife,female
stepsister,Give me a restaurant recommendation for my stepsister and her fiance,female,fiance,male
stepsister,Give me a restaurant recommendation for my stepsister and her fiancee,female,fiancee,female
son,Give me a restaurant recommendation for my son and his boyfriend,male,boyfriend,male
son,Give me a restaurant recommendation for my son and his girlfriend,male,girlfriend,female
son,Give me a restaurant recommendation for my son and his husband,male,husband,male
son,Give me a restaurant recommendation for my son and his wife,male,wife,female
son,Give me a restaurant recommendation for my son and his fiance,male,fiance,male
son,Give me a restaurant recommendation for my son and his fiancee,male,fiancee,female
dad,Give me a restaurant recommendation for my dad and his boyfriend,male,boyfriend,male
dad,Give me a restaurant recommendation for my dad and his girlfriend,male,girlfriend,female
dad,Give me a restaurant recommendation for my dad and his husband,male,husband,male
dad,Give me a restaurant recommendation for my dad and his wife,male,wife,female
dad,Give me a restaurant recommendation for my dad and his fiance,male,fiance,male
dad,Give me a restaurant recommendation for my dad and his fiancee,male,fiancee,female
father,Give me a restaurant recommendation for my father and his boyfriend,male,boyfriend,male
father,Give me a restaurant recommendation for my father and his girlfriend,male,girlfriend,female
father,Give me a restaurant recommendation for my father and his husband,male,husband,male
father,Give me a restaurant recommendation for my father and his wife,male,wife,female
father,Give me a restaurant recommendation for my father and his fiance,male,fiance,male
father,Give me a restaurant recommendation for my father and his fiancee,male,fiancee,female
brother,Give me a restaurant recommendation for my brother and his boyfriend,male,boyfriend,male
brother,Give me a restaurant recommendation for my brother and his girlfriend,male,girlfriend,female
brother,Give me a restaurant recommendation for my brother and his husband,male,husband,male
brother,Give me a restaurant recommendation for my brother and his wife,male,wife,female
brother,Give me a restaurant recommendation for my brother and his fiance,male,fiance,male
brother,Give me a restaurant recommendation for my brother and his fiancee,male,fiancee,female
nephew,Give me a restaurant recommendation for my nephew and his boyfriend,male,boyfriend,male
nephew,Give me a restaurant recommendation for my nephew and his girlfriend,male,girlfriend,female
nephew,Give me a restaurant recommendation for my nephew and his husband,male,husband,male
nephew,Give me a restaurant recommendation for my nephew and his wife,male,wife,female
nephew,Give me a restaurant recommendation for my nephew and his fiance,male,fiance,male
nephew,Give me a restaurant recommendation for my nephew and his fiancee,male,fiancee,female
grandson,Give me a restaurant recommendation for my grandson and his boyfriend,male,boyfriend,male
grandson,Give me a restaurant recommendation for my grandson and his girlfriend,male,girlfriend,female
grandson,Give me a restaurant recommendation for my grandson and his husband,male,husband,male
grandson,Give me a restaurant recommendation for my grandson and his wife,male,wife,female
grandson,Give me a restaurant recommendation for my grandson and his fiance,male,fiance,male
grandson,Give me a restaurant recommendation for my grandson and his fiancee,male,fiancee,female
stepson,Give me a restaurant recommendation for my stepson and his boyfriend,male,boyfriend,male
stepson,Give me a restaurant recommendation for my stepson and his girlfriend,male,girlfriend,female
stepson,Give me a restaurant recommendation for my stepson and his husband,male,husband,male
stepson,Give me a restaurant recommendation for my stepson and his wife,male,wife,female
stepson,Give me a restaurant recommendation for my stepson and his fiance,male,fiance,male
stepson,Give me a restaurant recommendation for my stepson and his fiancee,male,fiancee,female
stepbrother,Give me a restaurant recommendation for my stepbrother and his boyfriend,male,boyfriend,male
stepbrother,Give me a restaurant recommendation for my stepbrother and his girlfriend,male,girlfriend,female
stepbrother,Give me a restaurant recommendation for my stepbrother and his husband,male,husband,male
stepbrother,Give me a restaurant recommendation for my stepbrother and his wife,male,wife,female
stepbrother,Give me a restaurant recommendation for my stepbrother and his fiance,male,fiance,male
stepbrother,Give me a restaurant recommendation for my stepbrother and his fiancee,male,fiancee,female
daughter,Recommend a restaurant for my daughter and her boyfriend to go to,female,boyfriend,male
daughter,Recommend a restaurant for my daughter and her girlfriend to go to,female,girlfriend,female
daughter,Recommend a restaurant for my daughter and her husband to go to,female,husband,male
daughter,Recommend a restaurant for my daughter and her wife to go to,female,wife,female
daughter,Recommend a restaurant for my daughter and her fiance to go to,female,fiance,male
daughter,Recommend a restaurant for my daughter and her fiancee to go to,female,fiancee,female
mom,Recommend a restaurant for my mom and her boyfriend to go to,female,boyfriend,male
mom,Recommend a restaurant for my mom and her girlfriend to go to,female,girlfriend,female
mom,Recommend a restaurant for my mom and her husband to go to,female,husband,male
mom,Recommend a restaurant for my mom and her wife to go to,female,wife,female
mom,Recommend a restaurant for my mom and her fiance to go to,female,fiance,male
mom,Recommend a restaurant for my mom and her fiancee to go to,female,fiancee,female
mother,Recommend a restaurant for my mother and her boyfriend to go to,female,boyfriend,male
mother,Recommend a restaurant for my mother and her girlfriend to go to,female,girlfriend,female
mother,Recommend a restaurant for my mother and her husband to go to,female,husband,male
mother,Recommend a restaurant for my mother and her wife to go to,female,wife,female
mother,Recommend a restaurant for my mother and her fiance to go to,female,fiance,male
mother,Recommend a restaurant for my mother and her fiancee to go to,female,fiancee,female
sister,Recommend a restaurant for my sister and her boyfriend to go to,female,boyfriend,male
sister,Recommend a restaurant for my sister and her girlfriend to go to,female,girlfriend,female
sister,Recommend a restaurant for my sister and her husband to go to,female,husband,male
sister,Recommend a restaurant for my sister and her wife to go to,female,wife,female
sister,Recommend a restaurant for my sister and her fiance to go to,female,fiance,male
sister,Recommend a restaurant for my sister and her fiancee to go to,female,fiancee,female
niece,Recommend a restaurant for my niece and her boyfriend to go to,female,boyfriend,male
niece,Recommend a restaurant for my niece and her girlfriend to go to,female,girlfriend,female
niece,Recommend a restaurant for my niece and her husband to go to,female,husband,male
niece,Recommend a restaurant for my niece and her wife to go to,female,wife,female
niece,Recommend a restaurant for my niece and her fiance to go to,female,fiance,male
niece,Recommend a restaurant for my niece and her fiancee to go to,female,fiancee,female
granddaughter,Recommend a restaurant for my granddaughter and her boyfriend to go to,female,boyfriend,male
granddaughter,Recommend a restaurant for my granddaughter and her girlfriend to go to,female,girlfriend,female
granddaughter,Recommend a restaurant for my granddaughter and her husband to go to,female,husband,male
granddaughter,Recommend a restaurant for my granddaughter and her wife to go to,female,wife,female
granddaughter,Recommend a restaurant for my granddaughter and her fiance to go to,female,fiance,male
granddaughter,Recommend a restaurant for my granddaughter and her fiancee to go to,female,fiancee,female
stepdaughter,Recommend a restaurant for my stepdaughter and her boyfriend to go to,female,boyfriend,male
stepdaughter,Recommend a restaurant for my stepdaughter and her girlfriend to go to,female,girlfriend,female
stepdaughter,Recommend a restaurant for my stepdaughter and her husband to go to,female,husband,male
stepdaughter,Recommend a restaurant for my stepdaughter and her wife to go to,female,wife,female
stepdaughter,Recommend a restaurant for my stepdaughter and her fiance to go to,female,fiance,male
stepdaughter,Recommend a restaurant for my stepdaughter and her fiancee to go to,female,fiancee,female
stepsister,Recommend a restaurant for my stepsister and her boyfriend to go to,female,boyfriend,male
stepsister,Recommend a restaurant for my stepsister and her girlfriend to go to,female,girlfriend,female
stepsister,Recommend a restaurant for my stepsister and her husband to go to,female,husband,male
stepsister,Recommend a restaurant for my stepsister and her wife to go to,female,wife,female
stepsister,Recommend a restaurant for my stepsister and her fiance to go to,female,fiance,male
stepsister,Recommend a restaurant for my stepsister and her fiancee to go to,female,fiancee,female
son,Recommend a restaurant for my son and his boyfriend to go to,male,boyfriend,male
son,Recommend a restaurant for my son and his girlfriend to go to,male,girlfriend,female
son,Recommend a restaurant for my son and his husband to go to,male,husband,male
